"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"31.03.2021","75,6987","75,8512","75,8783","75,2353","","-0,20%"
"30.03.2021","75,8495","75,4640","76,1723","75,4606","","0,24%"
"29.03.2021","75,6648","75,7698","76,0998","75,5728","","0,00%"
"26.03.2021","75,6633","75,8623","76,1875","75,6101","","-0,69%"
"25.03.2021","76,1870","76,3019","76,5839","75,7438","","-0,51%"
"24.03.2021","76,5795","76,6242","76,6440","75,7161","","0,26%"
"23.03.2021","76,3799","75,2078","76,3965","75,1212","","1,94%"
"22.03.2021","74,9227","74,3970","75,0791","74,3418","","1,08%"
"19.03.2021","74,1213","74,4060","74,4342","73,7650","","-0,26%"
"18.03.2021","74,3129","73,6095","74,3989","73,4488","","0,93%"
"17.03.2021","73,6311","73,0552","74,1925","72,9935","","1,04%"
"16.03.2021","72,8728","72,9298","73,0556","72,5404","","0,08%"
"15.03.2021","72,8170","73,4262","73,4406","72,8170","","-0,70%"
"12.03.2021","73,3335","73,5659","73,7261","73,2348","","0,04%"
"11.03.2021","73,3037","73,6618","73,8572","73,1935","","-0,41%"
"10.03.2021","73,6031","74,0919","74,1268","73,6005","","-0,41%"
"09.03.2021","73,9083","74,2287","74,5191","73,7870","","-0,43%"
"05.03.2021","74,2287","74,7030","74,7585","74,1230","","-0,63%"
"04.03.2021","74,7030","73,8005","74,9435","73,3583","","0,98%"
"03.03.2021","73,9755","73,9228","74,0529","73,4099","","0,22%"
"02.03.2021","73,8165","74,4741","74,7195","73,6246","","-0,48%"
"01.03.2021","74,1739","74,6196","74,6300","73,9062","","-0,60%"
"26.02.2021","74,6196","74,7301","74,9156","74,2633","","-0,15%"
"25.02.2021","74,7301","73,5305","74,8223","73,3677","","1,63%"
"24.02.2021","73,5305","74,3130","74,3130","73,4157","","-1,05%"
"22.02.2021","74,3130","74,0500","75,0445","74,0500","","0,35%"
"20.02.2021","74,0545","74,1116","74,1706","73,8806","","-0,08%"
"19.02.2021","74,1116","73,9036","74,1953","73,8043","","0,28%"
"18.02.2021","73,9036","73,7194","74,1567","73,5538","","0,25%"
"17.02.2021","73,7194","73,6533","74,1871","73,5556","","0,09%"
"16.02.2021","73,6533","73,3225","73,8965","73,1509","","0,45%"
"15.02.2021","73,3225","73,7114","73,7175","73,1566","","-0,53%"
"12.02.2021","73,7114","73,6155","74,4614","73,5170","","0,13%"
"11.02.2021","73,6155","73,9408","73,9450","73,5357","","-0,44%"
"10.02.2021","73,9408","73,8836","74,0047","73,6327","","0,08%"
"09.02.2021","73,8836","74,3034","74,3034","73,8723","","-0,56%"
"08.02.2021","74,3034","74,6528","74,6528","74,1570","","-0,47%"
"05.02.2021","74,6528","75,5065","75,5065","74,5365","","-1,13%"
"04.02.2021","75,5065","75,9423","76,0430","75,3199","","-0,57%"
"03.02.2021","75,9423","76,2240","76,2821","75,7821","","-0,37%"
"02.02.2021","76,2240","76,1354","76,2261","75,3236","","0,12%"
"01.02.2021","76,1354","75,7404","76,1860","75,3592","","0,52%"
"29.01.2021","75,7404","75,9592","76,3330","75,2508","","-0,29%"
"28.01.2021","75,9592","75,8464","76,4995","75,7025","","0,15%"
"27.01.2021","75,8464","75,0963","75,9664","74,8817","","1,00%"
"26.01.2021","75,0963","75,3460","75,7690","74,9556","","-0,33%"
"25.01.2021","75,3460","75,2899","75,8454","74,6421","","0,07%"
"22.01.2021","75,2899","73,8340","75,3530","73,8340","","1,97%"
"21.01.2021","73,8340","73,5241","74,0539","73,2524","","0,42%"
"20.01.2021","73,5241","73,6709","73,6800","73,2252","","-0,20%"
"19.01.2021","73,6709","74,0232","74,0232","73,6034","","-0,48%"
"18.01.2021","74,0232","73,6309","74,3643","73,6309","","0,53%"
"15.01.2021","73,6309","73,2179","73,8708","73,2100","","0,56%"
"14.01.2021","73,2179","73,7649","73,9952","73,1215","","-0,74%"
"13.01.2021","73,7649","73,5369","73,9703","73,3923","","0,31%"
"12.01.2021","73,5369","74,6691","74,6691","73,5057","","-1,52%"
"11.01.2021","74,6691","74,1636","74,9882","74,1545","","0,68%"
"08.01.2021","74,1636","73,9221","74,8097","73,8582","","0,33%"
"06.01.2021","73,9221","74,0283","74,1920","73,4184","","-0,14%"
"05.01.2021","74,0283","74,3051","75,1970","73,8609","","-0,37%"
"04.01.2021","74,3051","74,4121","74,4150","73,0857","","-0,14%"
"30.12.2020","74,4121","74,0354","74,9649","73,6495","","0,51%"
"29.12.2020","74,0354","73,7570","74,0882","73,3793","","0,38%"
"28.12.2020","73,7570","74,1956","74,1956","73,5498","","-0,59%"
"25.12.2020","74,1956","73,8873","74,2233","73,6338","","0,42%"
"24.12.2020","73,8873","75,0744","75,1465","73,8750","","-1,58%"
"23.12.2020","75,0744","75,8958","75,9100","74,7382","","-1,08%"
"22.12.2020","75,8958","74,8058","75,8983","74,8000","","1,46%"
"21.12.2020","74,8058","73,3477","75,4339","73,3464","","1,99%"
"18.12.2020","73,3477","72,8620","73,8658","72,8620","","0,67%"
"17.12.2020","72,8620","73,3497","73,3504","72,6629","","-0,66%"
"16.12.2020","73,3497","73,3824","73,7033","73,2609","","-0,04%"
"15.12.2020","73,3824","73,8683","73,8722","73,3256","","-0,66%"
"14.12.2020","73,8683","72,9572","73,9742","72,8020","","1,25%"
"11.12.2020","72,9572","73,0484","73,3939","72,9042","","-0,12%"
"10.12.2020","73,0484","73,8723","73,8915","72,9875","","-1,12%"
"09.12.2020","73,8723","73,5166","74,0410","73,1700","","0,48%"
"08.12.2020","73,5166","73,6484","73,8387","73,0598","","-0,18%"
"07.12.2020","73,6484","74,0634","74,5031","73,3032","","-0,56%"
"04.12.2020","74,0634","74,4431","74,4500","73,7716","","-0,51%"
"03.12.2020","74,4431","75,0718","75,3725","74,2960","","-0,84%"
"02.12.2020","75,0718","75,8453","75,9375","75,0718","","-1,02%"
"01.12.2020","75,8453","76,4033","76,4123","75,5635","","-0,73%"
"30.11.2020","76,4033","75,8605","76,5633","75,8084","","0,72%"
"27.11.2020","75,8605","75,7072","76,3024","75,6560","","0,20%"
"26.11.2020","75,7072","75,5406","75,7497","75,3270","","0,22%"
"25.11.2020","75,5406","75,4715","75,9678","75,3325","","0,09%"
"24.11.2020","75,4715","76,1755","76,1755","75,3620","","-0,92%"
"23.11.2020","76,1755","76,1924","76,5025","75,5883","","-0,02%"
"20.11.2020","76,1924","76,0553","76,2618","75,8693","","0,18%"
"19.11.2020","76,0553","76,0511","76,6023","76,0497","","0,01%"
"18.11.2020","76,0511","76,2305","76,3149","75,5415","","-0,24%"
"17.11.2020","76,2305","76,1698","76,6608","76,1371","","0,08%"
"16.11.2020","76,1698","77,4023","77,4023","76,1698","","-1,59%"
"13.11.2020","77,4023","77,3496","77,6973","77,1855","","0,07%"
"12.11.2020","77,3496","77,1139","77,5357","76,6478","","0,31%"
"11.11.2020","77,1139","76,5700","77,1805","76,0648","","0,71%"
"10.11.2020","76,5700","76,3064","76,8763","76,1413","","0,35%"
"09.11.2020","76,3064","77,4158","77,4158","75,7712","","-1,43%"
"06.11.2020","77,4158","77,0264","77,9096","76,9942","","0,51%"
"05.11.2020","77,0264","79,3552","79,3552","76,7948","","-2,93%"
"03.11.2020","79,3552","80,5386","80,5500","79,0757","","-1,47%"
"02.11.2020","80,5386","79,5257","80,9205","79,5257","","1,27%"
"30.10.2020","79,5257","78,8685","79,5680","78,7848","","0,83%"
"29.10.2020","78,8685","79,2242","79,5905","78,6219","","-0,45%"
"28.10.2020","79,2242","77,3059","79,2268","77,3059","","2,48%"
"27.10.2020","77,3059","76,4950","77,3084","76,2755","","1,06%"
"26.10.2020","76,4950","76,1235","76,6070","76,0220","","0,49%"
"23.10.2020","76,1235","76,6168","76,8063","76,1201","","-0,64%"
"22.10.2020","76,6168","76,7229","77,1922","76,3880","","-0,14%"
"21.10.2020","76,7229","77,3423","77,3423","76,5874","","-0,80%"
"20.10.2020","77,3423","77,6500","78,0559","77,2907","","-0,40%"
"19.10.2020","77,6500","77,8938","78,0495","77,4447","","-0,31%"
"16.10.2020","77,8938","78,0885","78,3478","77,7567","","-0,25%"
"15.10.2020","78,0885","77,6328","78,4517","77,6325","","0,59%"
"14.10.2020","77,6328","77,0491","77,7270","77,0491","","0,76%"
"13.10.2020","77,0491","77,1449","77,4149","76,8830","","-0,12%"
"12.10.2020","77,1449","76,7675","77,2465","76,7657","","0,49%"
"09.10.2020","76,7675","77,3714","77,3714","76,6833","","-0,78%"
"08.10.2020","77,3714","78,0320","78,0988","77,3003","","-0,85%"
"07.10.2020","78,0320","78,4490","78,4723","77,9158","","-0,53%"
"06.10.2020","78,4490","78,1055","78,6503","77,6405","","0,44%"
"05.10.2020","78,1055","78,1851","78,8535","77,8652","","-0,10%"
"02.10.2020","78,1851","77,3346","78,8023","77,3225","","1,10%"
"01.10.2020","77,3346","77,6319","77,6319","77,0253","","-0,38%"
"30.09.2020","77,6319","79,0732","79,3410","77,5793","","-1,82%"
"29.09.2020","79,0732","79,0566","79,9438","78,4795","","0,02%"
"28.09.2020","79,0566","78,2164","79,2906","78,1315","","1,07%"
"25.09.2020","78,2164","77,1487","78,4860","76,6545","","1,38%"
"24.09.2020","77,1487","77,0808","77,4752","76,9096","","0,09%"
"23.09.2020","77,0808","76,0992","77,0925","76,0992","","1,29%"
"22.09.2020","76,0992","76,1224","76,4473","75,7379","","-0,03%"
"21.09.2020","76,1224","75,7440","76,5350","75,5799","","0,50%"
"18.09.2020","75,7440","75,2033","75,7638","74,9502","","0,72%"
"17.09.2020","75,2033","74,9778","75,4382","74,9358","","0,30%"
"16.09.2020","74,9778","75,0223","75,0979","74,6624","","-0,06%"
"15.09.2020","75,0223","75,2574","75,3668","74,8622","","-0,31%"
"14.09.2020","75,2574","75,1000","75,5145","74,5940","","0,22%"
"11.09.2020","75,0956","75,2048","75,2048","74,7645","","-0,15%"
"10.09.2020","75,2048","75,3163","75,6695","74,6810","","-0,15%"
"09.09.2020","75,3163","76,2826","76,3873","75,2898","","-1,27%"
"08.09.2020","76,2826","75,7585","76,5688","75,7328","","0,69%"
"07.09.2020","75,7585","75,4087","76,2455","75,4087","","0,46%"
"04.09.2020","75,4087","75,2680","75,6511","74,9388","","0,19%"
"03.09.2020","75,2680","75,4015","75,8095","74,8830","","-0,18%"
"02.09.2020","75,4015","73,5765","75,6756","73,5764","","2,48%"
"01.09.2020","73,5765","74,0718","74,0750","73,3757","","-0,67%"
"31.08.2020","74,0718","74,0056","74,5095","73,6445","","0,09%"
"28.08.2020","74,0056","74,9588","74,9664","74,0056","","-1,27%"
"27.08.2020","74,9588","75,3995","75,4954","74,7514","","-0,58%"
"26.08.2020","75,3995","75,3312","75,9878","75,3238","","0,09%"
"25.08.2020","75,3312","74,6401","75,7065","74,3320","","0,93%"
"24.08.2020","74,6401","74,7995","74,8000","74,1743","","-0,21%"
"21.08.2020","74,7995","73,7823","75,0010","73,7327","","1,38%"
"20.08.2020","73,7823","73,2920","74,1805","73,2920","","0,67%"
"19.08.2020","73,2920","73,1634","73,5430","73,0525","","0,18%"
"18.08.2020","73,1634","73,7015","73,7018","72,9473","","-0,73%"
"17.08.2020","73,7015","72,8558","73,7964","72,8001","","1,16%"
"14.08.2020","72,8558","72,9555","73,4780","72,8112","","-0,14%"
"13.08.2020","72,9555","73,7116","73,7597","72,9244","","-1,03%"
"12.08.2020","73,7116","73,1506","73,8008","73,0127","","0,77%"
"11.08.2020","73,1506","73,4667","73,5058","72,7023","","-0,43%"
"10.08.2020","73,4667","73,7170","73,9855","73,3681","","-0,34%"
"07.08.2020","73,7170","73,2782","73,9062","73,2782","","0,60%"
"06.08.2020","73,2782","72,8745","73,5925","72,6924","","0,55%"
"05.08.2020","72,8745","73,5325","73,5325","72,6438","","-0,89%"
"04.08.2020","73,5325","73,1149","74,0219","72,9504","","0,57%"
"03.08.2020","73,1149","74,4114","74,5348","73,1083","","-1,74%"
"31.07.2020","74,4114","73,1543","74,4947","73,1543","","1,72%"
"30.07.2020","73,1543","72,5810","73,7732","72,5700","","0,79%"
"29.07.2020","72,5810","72,5804","72,8590","72,0779","","0,00%"
"28.07.2020","72,5804","71,5650","72,6820","71,5650","","1,42%"
"27.07.2020","71,5650","71,7290","71,9212","71,4396","","-0,23%"
"24.07.2020","71,7290","71,4585","71,9760","71,3555","","0,38%"
"23.07.2020","71,4585","71,0675","71,6090","70,8310","","0,55%"
"22.07.2020","71,0675","70,7443","71,2837","70,6068","","0,46%"
"21.07.2020","70,7443","71,3428","71,3428","70,5414","","-0,84%"
"20.07.2020","71,3428","71,8825","72,1098","71,3372","","-0,75%"
"17.07.2020","71,8825","71,5920","71,9888","71,5682","","0,41%"
"16.07.2020","71,5920","70,9881","71,5935","70,9881","","0,85%"
"15.07.2020","70,9881","70,8703","71,1068","70,6639","","0,17%"
"14.07.2020","70,8703","70,9912","71,3312","70,8371","","-0,17%"
"13.07.2020","70,9912","70,7118","71,0449","70,5135","","0,40%"
"10.07.2020","70,7118","70,9414","71,4243","70,6642","","-0,32%"
"09.07.2020","70,9414","71,1138","71,1138","70,5064","","-0,24%"
"08.07.2020","71,1138","71,4936","71,5591","71,0509","","-0,53%"
"07.07.2020","71,4936","71,8276","72,2940","71,2525","","-0,47%"
"06.07.2020","71,8276","71,3983","72,0897","70,8085","","0,60%"
"03.07.2020","71,3983","70,5747","71,6532","70,3734","","1,17%"
"02.07.2020","70,5747","71,1734","71,2000","70,2013","","-0,84%"
"30.06.2020","71,1734","69,9980","71,3213","69,9900","","1,68%"
"29.06.2020","69,9980","69,7955","70,4325","69,6273","","0,29%"
"26.06.2020","69,7955","69,0183","69,9757","69,0183","","1,13%"
"25.06.2020","69,0183","68,8651","69,6505","68,8623","","0,22%"
"23.06.2020","68,8651","69,1003","69,1040","68,5636","","-0,34%"
"22.06.2020","69,1003","69,4460","69,5855","68,9895","","-0,50%"
"19.06.2020","69,4460","69,8744","69,8744","69,1917","","-0,61%"
"18.06.2020","69,8744","69,7446","69,9680","69,1860","","0,19%"
"17.06.2020","69,7446","69,6567","69,8775","69,3809","","0,13%"
"16.06.2020","69,6567","69,5536","69,9227","69,2038","","0,15%"
"15.06.2020","69,5536","70,2013","70,4949","69,5520","","-0,92%"
"11.06.2020","70,2013","68,4949","70,2284","68,4949","","2,49%"
"10.06.2020","68,4949","68,5617","68,9157","68,2240","","-0,10%"
"09.06.2020","68,5617","68,1966","68,9384","68,1966","","0,54%"
"08.06.2020","68,1966","68,6860","68,7000","68,0563","","-0,71%"
"05.06.2020","68,6860","69,1601","69,1601","68,2785","","-0,69%"
"04.06.2020","69,1601","68,6504","69,5345","68,6504","","0,74%"
"03.06.2020","68,6504","68,6754","68,9224","68,2380","","-0,04%"
"02.06.2020","68,6754","69,1249","69,1315","68,5882","","-0,65%"
"01.06.2020","69,1249","70,1445","70,1445","69,1249","","-1,45%"
"29.05.2020","70,1445","70,4928","70,8377","70,1445","","-0,49%"
"28.05.2020","70,4928","71,0038","71,1953","70,1447","","-0,72%"
"27.05.2020","71,0038","70,7948","71,4505","70,7800","","0,30%"
"26.05.2020","70,7948","71,6901","71,6901","70,6225","","-1,25%"
"25.05.2020","71,6901","71,6123","71,8330","71,4385","","0,11%"
"22.05.2020","71,6123","70,9631","72,0820","70,9625","","0,91%"
"21.05.2020","70,9631","71,1180","71,1835","70,6254","","-0,22%"
"20.05.2020","71,1180","72,4881","72,4888","71,0885","","-1,89%"
"19.05.2020","72,4881","72,6718","72,7206","72,2179","","-0,25%"
"18.05.2020","72,6718","73,6160","73,6300","72,6000","","-1,28%"
"15.05.2020","73,6160","73,4875","73,8596","73,0438","","0,17%"
"14.05.2020","73,4875","73,9290","74,4828","73,4387","","-0,60%"
"13.05.2020","73,9290","73,7134","74,2608","73,1035","","0,29%"
"12.05.2020","73,7134","73,4267","73,7934","72,9803","","0,39%"
"08.05.2020","73,4267","74,1003","74,1024","73,1154","","-0,91%"
"07.05.2020","74,1003","74,5643","74,5800","73,6050","","-0,62%"
"06.05.2020","74,5643","73,7551","74,9833","73,4536","","1,10%"
"05.05.2020","73,7551","74,8191","74,8191","73,5614","","-1,42%"
"04.05.2020","74,8191","74,3813","75,9330","74,3813","","0,59%"
"30.04.2020","74,3813","73,0162","74,6000","72,6449","","1,87%"
"29.04.2020","73,0162","74,1033","74,1033","72,9944","","-1,47%"
"28.04.2020","74,1033","74,4935","74,8158","73,8047","","-0,52%"
"27.04.2020","74,4935","74,5651","74,7972","74,0637","","-0,10%"
"24.04.2020","74,5651","74,7727","74,8824","73,9827","","-0,28%"
"23.04.2020","74,7727","75,9065","75,9072","74,2494","","-1,49%"
"22.04.2020","75,9065","77,0694","77,5322","75,8369","","-1,51%"
"21.04.2020","77,0694","75,5185","77,6158","75,5185","","2,05%"
"20.04.2020","75,5185","73,9580","75,5185","73,9500","","2,11%"
"17.04.2020","73,9580","74,1841","74,4013","73,6193","","-0,30%"
"16.04.2020","74,1841","74,8437","75,0257","73,7649","","-0,88%"
"15.04.2020","74,8437","72,9953","75,3450","72,9953","","2,53%"
"14.04.2020","72,9953","73,6013","73,6100","72,7453","","-0,82%"
"13.04.2020","73,6013","73,7523","73,7590","73,3943","","-0,20%"
"10.04.2020","73,7523","74,2565","74,2828","73,1902","","-0,68%"
"09.04.2020","74,2565","74,9406","74,9630","72,9205","","-0,91%"
"08.04.2020","74,9406","75,5471","75,8867","74,9202","","-0,80%"
"07.04.2020","75,5471","76,0059","76,0200","75,1935","","-0,60%"
"06.04.2020","76,0059","76,4918","76,6555","75,9388","","-0,64%"
"03.04.2020","76,4918","77,2349","77,5814","76,4902","","-0,96%"
"02.04.2020","77,2349","78,7310","79,2057","77,2330","","-1,90%"
"01.04.2020","78,7310","78,4426","79,3351","78,4426","","0,37%"
"31.03.2020","78,4426","79,3378","79,3378","77,7498","","-1,13%"
"30.03.2020","79,3378","78,8122","80,3865","78,8122","","0,67%"
"27.03.2020","78,8122","77,4751","79,2873","77,4675","","1,73%"
"26.03.2020","77,4751","78,2023","79,0237","77,0185","","-0,93%"
"25.03.2020","78,2023","78,2965","79,3950","76,9841","","-0,12%"
"24.03.2020","78,2965","79,5936","79,6000","78,1874","","-1,63%"
"23.03.2020","79,5936","79,9236","81,2431","79,3854","","-0,41%"
"20.03.2020","79,9236","79,1566","80,1497","77,4476","","0,97%"
"19.03.2020","79,1566","80,8692","81,6654","78,6400","","-2,12%"
"18.03.2020","80,8692","75,4362","80,8700","75,4362","","7,20%"
"17.03.2020","75,4362","74,6596","75,4752","73,4589","","1,04%"
"16.03.2020","74,6596","72,6133","75,3926","72,5975","","2,82%"
"13.03.2020","72,6133","74,8742","74,9023","72,0685","","-3,02%"
"12.03.2020","74,8742","72,9375","75,4270","72,9100","","2,66%"
"11.03.2020","72,9375","71,3747","73,1420","71,1785","","2,19%"
"10.03.2020","71,3747","68,5685","72,7935","68,5685","","4,09%"
"06.03.2020","68,5685","67,6538","68,5893","67,3500","","1,35%"
"05.03.2020","67,6538","66,2666","67,7243","66,0865","","2,09%"
"04.03.2020","66,2666","65,9881","66,5289","65,5227","","0,42%"
"03.03.2020","65,9881","66,4319","66,6332","65,3718","","-0,67%"
"02.03.2020","66,4319","66,8806","67,3037","66,1183","","-0,67%"
"28.02.2020","66,8806","66,0217","67,6273","66,0150","","1,30%"
"27.02.2020","66,0217","65,4708","66,3954","65,4535","","0,84%"
"26.02.2020","65,4708","65,3726","65,7072","64,9758","","0,15%"
"25.02.2020","65,3726","64,0561","65,5841","64,0561","","2,06%"
"21.02.2020","64,0561","64,2038","64,5557","63,9151","","-0,23%"
"20.02.2020","64,2038","63,5710","64,2899","63,5710","","1,00%"
"19.02.2020","63,5710","63,8115","63,8118","63,4624","","-0,38%"
"18.02.2020","63,8115","63,4645","64,1482","63,4645","","0,55%"
"17.02.2020","63,4645","63,5556","63,5625","63,2157","","-0,14%"
"14.02.2020","63,5556","63,6413","63,6465","63,3913","","-0,13%"
"13.02.2020","63,6413","63,2143","63,7698","63,2123","","0,68%"
"12.02.2020","63,2143","63,3759","63,3760","62,9315","","-0,25%"
"11.02.2020","63,3759","64,1332","64,1332","63,2510","","-1,18%"
"10.02.2020","64,1332","64,1100","64,2930","63,6596","","0,04%"
"07.02.2020","64,1100","63,3488","64,2214","63,2394","","1,20%"
"06.02.2020","63,3488","62,8877","63,4173","62,7255","","0,73%"
"05.02.2020","62,8877","63,1093","63,2797","62,5671","","-0,35%"
"04.02.2020","63,1093","63,7150","63,7250","62,8511","","-0,95%"
"03.02.2020","63,7150","63,9203","64,0934","63,4933","","-0,32%"
"31.01.2020","63,9203","63,2759","63,9415","63,0663","","1,02%"
"30.01.2020","63,2759","62,5451","63,5063","62,5400","","1,17%"
"29.01.2020","62,5451","62,2825","62,8160","62,2825","","0,42%"
"28.01.2020","62,2825","62,9797","63,1306","62,2817","","-1,11%"
"27.01.2020","62,9797","62,0857","63,0959","62,0700","","1,44%"
"24.01.2020","62,0857","61,9020","62,2722","61,7284","","0,30%"
"23.01.2020","61,9020","61,8397","62,0862","61,8365","","0,10%"
"22.01.2020","61,8397","61,8802","62,0586","61,7808","","-0,07%"
"21.01.2020","61,8802","61,5553","61,9665","61,5475","","0,53%"
"20.01.2020","61,5553","61,5573","61,6424","61,3888","","0,00%"
"17.01.2020","61,5573","61,6574","61,6746","61,3025","","-0,16%"
"16.01.2020","61,6574","61,4315","61,7544","61,3912","","0,37%"
"15.01.2020","61,4315","61,4394","61,6851","61,3488","","-0,01%"
"14.01.2020","61,4394","61,2727","61,5208","61,2363","","0,27%"
"13.01.2020","61,2727","61,0548","61,3799","60,8918","","0,36%"
"10.01.2020","61,0548","61,2830","61,3778","60,8865","","-0,37%"
"09.01.2020","61,2830","61,2437","61,3925","61,1412","","0,06%"
"08.01.2020","61,2437","61,8227","61,9875","61,0892","","-0,94%"
"06.01.2020","61,8227","62,0922","62,3358","61,7531","","-0,43%"
"03.01.2020","62,0922","61,9863","62,2218","61,8170","","0,17%"
"30.12.2019","61,9863","62,0332","62,0662","61,6533","","-0,08%"
"27.12.2019","62,0332","62,2138","62,2138","61,8039","","-0,29%"
"26.12.2019","62,2138","61,8489","62,2496","61,6776","","0,59%"
"25.12.2019","61,8489","61,9669","61,9675","61,5403","","-0,19%"
"24.12.2019","61,9669","62,2680","62,2723","61,9054","","-0,48%"
"23.12.2019","62,2680","62,2634","62,3541","62,1408","","0,01%"
"20.12.2019","62,2634","62,4133","62,4660","62,0157","","-0,24%"
"19.12.2019","62,4133","62,6610","62,6650","62,3051","","-0,40%"
"18.12.2019","62,6610","62,4038","62,7145","62,4038","","0,41%"
"17.12.2019","62,4038","62,4428","62,7320","62,3605","","-0,06%"
"16.12.2019","62,4428","62,8650","62,8650","62,3817","","-0,67%"
"13.12.2019","62,8624","62,8402","62,9386","62,1662","","0,04%"
"12.12.2019","62,8402","63,2695","63,2910","62,6998","","-0,68%"
"11.12.2019","63,2695","63,5011","63,6103","63,2679","","-0,36%"
"10.12.2019","63,5011","63,5847","63,6574","63,4610","","-0,13%"
"09.12.2019","63,5847","63,7533","63,8007","63,5491","","-0,26%"
"06.12.2019","63,7533","63,7294","63,8331","63,6035","","0,04%"
"05.12.2019","63,7294","63,9429","63,9500","63,7194","","-0,33%"
"04.12.2019","63,9429","64,1502","64,2392","63,8314","","-0,32%"
"03.12.2019","64,1502","64,1748","64,2860","64,0723","","-0,04%"
"02.12.2019","64,1748","64,3195","64,4819","64,1643","","-0,22%"
"29.11.2019","64,3195","64,0735","64,3414","64,0200","","0,38%"
"28.11.2019","64,0735","63,9615","64,1827","63,9615","","0,18%"
"27.11.2019","63,9615","63,9516","64,1033","63,9067","","0,02%"
"26.11.2019","63,9516","63,9381","64,1314","63,9139","","0,02%"
"25.11.2019","63,9381","63,8623","64,0615","63,7324","","0,12%"
"22.11.2019","63,8623","63,7094","63,8995","63,6189","","0,24%"
"21.11.2019","63,7094","63,8991","63,8991","63,6610","","-0,30%"
"20.11.2019","63,8991","63,8192","64,1046","63,7913","","0,13%"
"19.11.2019","63,8192","63,8278","63,8814","63,6491","","-0,01%"
"18.11.2019","63,8278","63,7628","63,9453","63,6951","","0,10%"
"15.11.2019","63,7628","63,9828","63,9828","63,7105","","-0,34%"
"14.11.2019","63,9828","64,3456","64,3500","63,9828","","-0,56%"
"13.11.2019","64,3456","64,2272","64,4618","64,1344","","0,18%"
"12.11.2019","64,2272","63,8874","64,2762","63,7840","","0,53%"
"11.11.2019","63,8874","63,8046","63,9816","63,8000","","0,13%"
"08.11.2019","63,8046","63,5284","63,9531","63,5200","","0,43%"
"07.11.2019","63,5284","63,8725","63,9079","63,3810","","-0,54%"
"06.11.2019","63,8725","63,4946","64,0270","63,4946","","0,60%"
"05.11.2019","63,4946","63,5244","63,6776","63,1815","","-0,05%"
"01.11.2019","63,5244","64,1328","64,1328","63,3764","","-0,95%"
"31.10.2019","64,1328","63,8536","64,1799","63,7098","","0,44%"
"30.10.2019","63,8536","63,9463","64,1398","63,7704","","-0,14%"
